index,label,predicted,correct,trace,logdet,off_diag_mass,entropy,mutual_information,confidence
0,7,1,False,39.678932189941406,-6286.68896484375,3200.354736328125,2.3003907203674316,0.0009262561798095703,0.11042575538158417
1,2,1,False,35.969940185546875,-6274.5634765625,2582.27392578125,2.30073881149292,0.0010640621185302734,0.10651334375143051
2,1,1,True,39.532230377197266,-6286.87841796875,3244.884765625,2.3004322052001953,0.0009012222290039062,0.10986865311861038
3,0,1,False,37.86407470703125,-6277.75341796875,2731.65185546875,2.300525665283203,0.0009665489196777344,0.10976847261190414
4,4,1,False,39.44627380371094,-6277.09130859375,3047.81787109375,2.3002028465270996,0.0010612010955810547,0.11150713264942169
5,1,1,True,40.363250732421875,-6277.4033203125,3070.884521484375,2.300393581390381,0.0010075569152832031,0.11157803982496262
6,4,1,False,41.097503662109375,-6280.78369140625,3020.97265625,2.300659656524658,0.00091552734375,0.10919895023107529
7,9,1,False,40.683013916015625,-6278.26904296875,3327.72705078125,2.3005597591400146,0.0008730888366699219,0.11036515980958939
8,5,1,False,37.882850646972656,-6282.216796875,2860.93359375,2.300205707550049,0.0012149810791015625,0.10959362983703613
9,9,1,False,39.30387878417969,-6271.26953125,2827.53076171875,2.3005964756011963,0.0009586811065673828,0.10910950601100922
10,0,1,False,38.696571350097656,-6283.7236328125,3167.48388671875,2.3004961013793945,0.0010135173797607422,0.10976147651672363
11,6,1,False,40.712745666503906,-6273.7578125,2948.004638671875,2.3006818294525146,0.0010325908660888672,0.10726413130760193
12,9,1,False,40.02330017089844,-6275.61376953125,2764.646240234375,2.3006975650787354,0.0009202957153320312,0.10938336700201035
13,0,1,False,39.23483657836914,-6279.734375,3044.454833984375,2.3005905151367188,0.0009882450103759766,0.10974620282649994
14,1,1,True,38.83116149902344,-6275.04150390625,2745.846923828125,2.3004088401794434,0.0011463165283203125,0.10995106399059296
15,5,1,False,34.1939811706543,-6284.3984375,2889.224853515625,2.3006021976470947,0.0008716583251953125,0.10742289572954178
16,9,1,False,39.12593460083008,-6282.876953125,3414.800537109375,2.300349473953247,0.0008821487426757812,0.11033803224563599
17,7,1,False,38.543697357177734,-6285.599609375,3244.632080078125,2.3004651069641113,0.0010728836059570312,0.1090981662273407
18,3,1,False,39.36299514770508,-6279.82373046875,2846.15087890625,2.3007724285125732,0.0009882450103759766,0.10811496526002884
19,4,1,False,38.345359802246094,-6283.60986328125,3197.21533203125,2.300532817840576,0.0009489059448242188,0.10980325937271118
20,9,1,False,41.78695297241211,-6274.9228515625,3042.640380859375,2.3006973266601562,0.001081228256225586,0.10877752304077148
