index,label,trace,logdet,off_diag_mass
0,7,10.753130912780762,-6884.0390625,1510.260498046875
1,2,5.824501991271973,-6885.68505859375,628.5248413085938
2,1,15.094863891601562,-6877.3955078125,1805.4112548828125
3,0,11.368365287780762,-6882.5009765625,1407.51123046875
4,4,5.485409736633301,-6887.4375,718.755126953125
5,1,17.540782928466797,-6879.84619140625,2319.748046875
6,4,17.18629264831543,-6880.998046875,2538.92724609375
7,9,5.056705951690674,-6886.64404296875,579.8800048828125
8,5,10.433670997619629,-6885.34375,1509.288818359375
9,9,11.618157386779785,-6883.9951171875,1641.5010986328125
10,0,10.472249031066895,-6881.96142578125,1499.9468994140625
11,6,4.333863735198975,-6889.05029296875,491.4864196777344
12,9,9.512100219726562,-6884.37646484375,1373.4561767578125
13,0,7.080756664276123,-6885.8720703125,907.3204956054688
14,1,20.07277488708496,-6878.921875,2844.20458984375
15,5,5.289926052093506,-6887.09619140625,661.6336669921875
16,9,11.420405387878418,-6882.37158203125,1454.97314453125
17,7,10.439437866210938,-6883.5615234375,1379.48583984375
18,3,19.499500274658203,-6883.1376953125,3105.6767578125
19,4,9.4486665725708,-6886.72412109375,1358.0615234375
20,9,12.56095027923584,-6885.5244140625,2120.820068359375
21,6,10.5247220993042,-6884.4111328125,1227.356201171875
22,6,4.041313648223877,-6890.3369140625,497.2048645019531
23,5,16.841157913208008,-6881.26220703125,2068.739013671875
24,4,8.614130973815918,-6884.59521484375,1066.6407470703125
25,0,16.04366111755371,-6880.13671875,2087.734375
26,7,16.807659149169922,-6880.63671875,2275.2177734375
27,4,6.781174659729004,-6884.46533203125,810.768310546875
28,0,10.820240020751953,-6884.5986328125,1541.680419921875
29,1,15.1449613571167,-6880.4638671875,2123.5224609375
30,3,8.921470642089844,-6887.185546875,1318.4661865234375
31,1,10.969243049621582,-6880.3984375,1200.74853515625
32,3,4.972947597503662,-6888.6318359375,618.205078125
33,4,12.549302101135254,-6882.8193359375,1595.4447021484375
34,7,17.74945640563965,-6879.365234375,2136.72900390625
35,2,7.442270278930664,-6887.9560546875,1029.4935302734375
36,7,8.7169771194458,-6883.83984375,978.437255859375
37,1,14.56887435913086,-6880.669921875,1857.947021484375
38,2,12.416165351867676,-6886.982421875,2242.685302734375
