index,label,trace,logdet,off_diag_mass
0,7,29.33624267578125,-6863.67724609375,3582.992431640625
1,2,32.687767028808594,-6862.556640625,3661.29296875
2,1,32.707191467285156,-6864.48388671875,3969.33203125
3,0,31.137317657470703,-6864.21142578125,3598.31396484375
4,4,34.3792724609375,-6862.97021484375,3962.31787109375
5,1,30.63304901123047,-6867.0361328125,4083.07470703125
6,4,30.315088272094727,-6865.7861328125,4002.516845703125
7,9,32.254825592041016,-6863.8212890625,3851.978759765625
8,5,30.41197395324707,-6865.87158203125,4168.70849609375
9,9,32.3221435546875,-6862.42578125,3791.734375
10,0,30.003751754760742,-6862.35546875,3530.45263671875
11,6,30.871231079101562,-6865.12158203125,4140.7412109375
12,9,32.80270767211914,-6860.72900390625,3512.103515625
13,0,32.67060089111328,-6866.1396484375,4014.20849609375
14,1,29.759897232055664,-6860.7158203125,3207.569580078125
15,5,32.230430603027344,-6861.85302734375,3768.444580078125
16,9,30.26099967956543,-6868.9697265625,4356.74951171875
17,7,34.47015380859375,-6862.8623046875,4222.8388671875
18,3,26.982654571533203,-6860.89404296875,2752.24169921875
19,4,31.84193229675293,-6864.0341796875,3581.365234375
20,9,32.50872039794922,-6863.2060546875,4150.9287109375
21,6,28.819984436035156,-6861.498046875,3309.861328125
22,6,30.050750732421875,-6863.474609375,3633.608642578125
23,5,34.40691375732422,-6862.2255859375,3948.545654296875
24,4,29.348308563232422,-6862.81640625,3220.310302734375
25,0,34.51629638671875,-6862.15185546875,4100.697265625
26,7,32.524539947509766,-6859.7509765625,3722.45654296875
27,4,33.37007141113281,-6859.90380859375,3839.909912109375
28,0,30.851991653442383,-6863.48095703125,3733.64599609375
29,1,32.143001556396484,-6863.70068359375,4011.95361328125
30,3,30.396944046020508,-6865.60107421875,4156.71826171875
31,1,31.638498306274414,-6861.76611328125,3549.53662109375
32,3,31.28295135498047,-6863.44580078125,3776.005859375
33,4,32.889320373535156,-6860.28515625,3632.212890625
34,7,31.776269912719727,-6860.28857421875,3495.06201171875
35,2,28.4913387298584,-6869.4306640625,4001.477783203125
36,7,31.566120147705078,-6866.0810546875,4075.781494140625
37,1,30.69648551940918,-6862.80859375,3530.65380859375
38,2,32.08788299560547,-6865.1103515625,4486.31787109375
39,1,28.65089988708496,-6862.47802734375,3274.9580078125
40,1,30.014280319213867,-6864.884765625,4018.05126953125
41,7,33.42753219604492,-6863.85791015625,4317.1494140625
42,4,31.084463119506836,-6866.1318359375,4113.42333984375
43,2,30.887069702148438,-6862.53466796875,3640.380859375
44,3,32.06379699707031,-6863.66796875,3786.9189453125
45,5,29.9229793548584,-6862.7666015625,3410.71484375
46,1,31.26637840270996,-6860.88623046875,3488.645263671875
47,2,33.28999328613281,-6863.94775390625,3745.392333984375
48,4,31.312599182128906,-6866.103515625,3900.470947265625
49,4,33.37771987915039,-6863.85498046875,4273.1181640625
50,6,28.837583541870117,-6863.19287109375,3101.1435546875
51,3,33.40903091430664,-6860.33203125,3612.229736328125
52,5,30.433931350708008,-6865.66455078125,4019.19091796875
53,5,32.312381744384766,-6865.4521484375,4057.544677734375
54,6,31.121307373046875,-6861.63134765625,3465.4189453125
55,0,29.705272674560547,-6863.353515625,3407.494384765625
56,4,30.70893096923828,-6860.423828125,3413.416259765625
57,1,30.178340911865234,-6862.2607421875,3396.56396484375
58,9,33.245384216308594,-6862.8515625,3729.167236328125
59,5,29.344541549682617,-6861.603515625,3363.172119140625
60,7,32.2374153137207,-6867.27978515625,4321.068359375
61,8,30.23261070251465,-6864.08544921875,3670.986328125
62,9,30.91353416442871,-6865.060546875,3786.539306640625
63,3,31.46331787109375,-6863.02880859375,3804.181884765625
64,7,25.95220184326172,-6862.83203125,2933.370849609375
65,4,30.897274017333984,-6861.57080078125,3546.966552734375
66,6,31.501487731933594,-6859.4443359375,3305.138671875
67,4,30.891233444213867,-6865.0283203125,3784.781005859375
68,3,30.973026275634766,-6862.80615234375,3439.29345703125
69,0,29.27313232421875,-6867.10986328125,3935.701171875
70,7,31.253658294677734,-6865.76806640625,3729.318603515625
71,0,31.213226318359375,-6862.1494140625,3712.447021484375
72,2,31.438997268676758,-6865.392578125,3979.34912109375
