index,label,trace,logdet,off_diag_mass
0,7,33.4197883605957,-6863.126953125,3635.321044921875
1,2,32.52338409423828,-6864.05712890625,3425.96435546875
2,1,32.741065979003906,-6865.384765625,3561.9287109375
3,0,30.959625244140625,-6863.783203125,3441.4912109375
4,4,36.41068649291992,-6863.32470703125,3707.734130859375
5,1,36.890480041503906,-6861.5634765625,3584.396484375
6,4,32.47282791137695,-6862.07275390625,3403.629638671875
7,9,33.128509521484375,-6863.71875,3708.53369140625
8,5,30.27705192565918,-6865.220703125,3461.064697265625
9,9,27.907485961914062,-6864.6689453125,3226.0947265625
10,0,31.516414642333984,-6864.34521484375,3178.9189453125
11,6,35.45792007446289,-6864.306640625,3944.599853515625
12,9,32.71823501586914,-6863.822265625,3849.84912109375
13,0,35.33710861206055,-6860.517578125,4134.0244140625
14,1,36.368045806884766,-6862.794921875,3900.2470703125
15,5,30.318599700927734,-6867.57275390625,2560.7724609375
16,9,30.627225875854492,-6865.60888671875,3403.2294921875
17,7,30.618925094604492,-6862.8671875,3343.318115234375
18,3,33.424072265625,-6864.2041015625,3661.9091796875
19,4,28.35317611694336,-6865.90673828125,3305.787353515625
20,9,25.28489875793457,-6866.75244140625,2677.21240234375
21,6,37.986114501953125,-6861.861328125,3783.4677734375
22,6,34.1639289855957,-6862.4736328125,3403.6435546875
23,5,31.85767936706543,-6863.2919921875,3521.035400390625
24,4,42.48219299316406,-6860.5263671875,4049.492919921875
25,0,27.313838958740234,-6867.0654296875,3226.533203125
26,7,33.90502166748047,-6862.92529296875,3997.76611328125
27,4,33.47731399536133,-6862.01513671875,3888.58251953125
28,0,35.332069396972656,-6863.04345703125,3974.9638671875
29,1,37.455684661865234,-6861.31103515625,4489.19775390625
30,3,33.11533737182617,-6864.1533203125,3760.93701171875
31,1,36.34911346435547,-6862.798828125,3709.86767578125
32,3,33.902565002441406,-6862.0947265625,3899.486328125
33,4,30.935277938842773,-6862.87841796875,3582.826416015625
34,7,37.60519027709961,-6862.19287109375,3229.95849609375
35,2,32.13526153564453,-6862.17529296875,3874.0791015625
36,7,33.244651794433594,-6862.5810546875,3157.500732421875
37,1,31.876726150512695,-6862.43115234375,3322.63671875
38,2,35.01360321044922,-6862.5869140625,4024.843017578125
39,1,36.2513427734375,-6862.5703125,3900.28857421875
40,1,31.868776321411133,-6862.654296875,3318.607177734375
41,7,27.356002807617188,-6867.5234375,2742.614501953125
42,4,28.019582748413086,-6866.47802734375,2944.030029296875
43,2,26.336030960083008,-6865.58837890625,3045.520263671875
44,3,30.595773696899414,-6864.66259765625,3834.363037109375
45,5,37.08918762207031,-6861.97216796875,3969.95166015625
46,1,31.606708526611328,-6864.6982421875,3627.28271484375
47,2,37.436622619628906,-6862.21630859375,3944.09765625
48,4,28.666418075561523,-6865.86376953125,3425.2119140625
49,4,33.20244598388672,-6863.92236328125,3674.042724609375
50,6,34.12445068359375,-6863.75146484375,4132.33203125
51,3,32.12331771850586,-6862.89794921875,3796.259521484375
52,5,34.69662094116211,-6864.66015625,4035.384521484375
53,5,33.992462158203125,-6862.359375,3735.015869140625
54,6,36.31550598144531,-6862.80712890625,3948.407958984375
55,0,32.00415802001953,-6865.17724609375,3813.55419921875
56,4,28.898679733276367,-6865.4326171875,3549.922607421875
57,1,30.86016273498535,-6865.37890625,3116.435302734375
58,9,32.733848571777344,-6864.8779296875,3756.215087890625
59,5,32.2551383972168,-6865.4609375,4004.339111328125
60,7,33.59197998046875,-6864.919921875,3393.44091796875
61,8,33.47150802612305,-6863.08447265625,3910.8173828125
62,9,26.31427764892578,-6865.0478515625,3059.927978515625
63,3,31.848976135253906,-6863.10595703125,3293.292236328125
64,7,33.30996322631836,-6864.73779296875,3610.814208984375
65,4,31.899681091308594,-6863.25732421875,3624.577392578125
66,6,26.96382713317871,-6866.10302734375,3203.419921875
67,4,37.426597595214844,-6860.8203125,3787.252685546875
68,3,33.249210357666016,-6862.2490234375,3872.3154296875
69,0,33.005104064941406,-6863.05078125,3516.66455078125
70,7,34.67609786987305,-6860.9697265625,3594.08349609375
71,0,36.50809860229492,-6861.240234375,3911.12548828125
72,2,34.699974060058594,-6862.759765625,3770.6181640625
73,9,32.038726806640625,-6860.994140625,3596.51318359375
74,1,35.52165222167969,-6865.2158203125,4259.71142578125
75,7,29.179611206054688,-6863.23583984375,3320.7119140625
76,3,28.60043716430664,-6864.19140625,2775.1083984375
77,2,33.01319885253906,-6863.54638671875,3761.829345703125
78,9,34.11595916748047,-6863.8662109375,2949.62158203125
79,7,30.263500213623047,-6863.494140625,3119.1591796875
80,7,34.695770263671875,-6862.00341796875,3591.11962890625
81,6,37.373680114746094,-6862.65087890625,3814.011474609375
82,2,35.737422943115234,-6863.16650390625,3829.234619140625
83,7,33.87716293334961,-6863.35400390625,3109.921630859375
84,8,33.400665283203125,-6866.18798828125,4097.240234375
85,4,38.29163360595703,-6860.87255859375,3379.901123046875
86,7,34.34478759765625,-6862.4521484375,3306.286376953125
87,3,38.8898811340332,-6862.47314453125,4008.15869140625
88,6,30.253080368041992,-6865.28515625,3729.445068359375
89,1,37.9257698059082,-6859.67578125,3432.960693359375
90,3,28.13582420349121,-6866.365234375,3520.588134765625
91,6,32.18347930908203,-6862.6787109375,3488.703125
92,9,31.677221298217773,-6861.93359375,3510.681396484375
93,3,31.3701114654541,-6863.7744140625,3610.736572265625
94,1,36.89698028564453,-6862.0673828125,3591.633544921875
95,4,32.68470764160156,-6862.8173828125,3194.671875
96,1,35.753173828125,-6862.84814453125,3394.622802734375
97,7,30.591472625732422,-6863.837890625,3789.31591796875
98,6,31.04086685180664,-6863.978515625,3664.529052734375
99,9,33.00130081176758,-6863.92236328125,3431.251708984375
100,6,32.149803161621094,-6863.5263671875,2902.90087890625
101,0,32.54864501953125,-6863.228515625,3721.970703125
102,5,30.466203689575195,-6863.77783203125,3696.149658203125
103,4,34.48552322387695,-6861.82470703125,3904.6689453125
104,9,33.45375442504883,-6864.6953125,4000.04931640625
105,9,33.880096435546875,-6864.22802734375,3571.92529296875
106,2,30.314830780029297,-6865.994140625,3708.988525390625
107,1,34.56940841674805,-6863.0419921875,3850.298583984375
108,9,32.833038330078125,-6862.8720703125,3208.463134765625
109,4,39.39427947998047,-6860.2431640625,4176.515625
110,8,17.328845977783203,-6869.22998046875,1958.188720703125
111,7,35.030311584472656,-6863.25,4322.25537109375
112,3,33.18587875366211,-6863.21826171875,3675.670166015625
113,9,34.83003616333008,-6863.5986328125,3463.246337890625
114,7,39.65151596069336,-6861.21728515625,3935.169189453125
115,4,28.666913986206055,-6865.98974609375,3164.154296875
116,4,31.077421188354492,-6866.03466796875,3769.895751953125
117,4,35.44335174560547,-6862.2421875,3990.123291015625
118,9,34.87704849243164,-6861.865234375,3924.97998046875
119,2,38.14415740966797,-6861.408203125,3642.248779296875
120,5,29.642419815063477,-6864.63330078125,2912.6435546875
121,4,35.426292419433594,-6864.2548828125,3599.734619140625
122,7,32.23588180541992,-6866.8173828125,3771.784423828125
123,6,32.22489929199219,-6865.20556640625,3564.590576171875
124,7,31.10060691833496,-6863.64794921875,3838.810546875
125,9,34.35740280151367,-6863.2265625,3679.77099609375
126,0,29.731555938720703,-6864.12109375,3445.12890625
127,5,29.869779586791992,-6861.5498046875,3576.717529296875
128,8,32.6644172668457,-6862.74853515625,3289.90673828125
129,5,37.09233474731445,-6863.7333984375,3687.3349609375
130,6,32.079978942871094,-6864.142578125,4070.817138671875
131,6,24.736583709716797,-6865.7998046875,2791.316650390625
132,5,30.59422492980957,-6863.46826171875,3322.731689453125
133,7,35.45808029174805,-6860.1650390625,3691.8896484375
134,8,33.23973846435547,-6863.39599609375,4163.34423828125
135,1,33.12537384033203,-6861.8466796875,3739.16357421875
136,0,29.273515701293945,-6866.06103515625,3482.268310546875
137,1,32.102516174316406,-6863.5859375,3137.08642578125
138,6,40.01777267456055,-6859.419921875,3477.434814453125
139,4,35.79505157470703,-6862.720703125,3335.902099609375
140,6,32.14111328125,-6863.61279296875,3790.341064453125
141,7,32.157188415527344,-6863.44287109375,3763.82568359375
142,3,33.3514404296875,-6862.76953125,3991.96923828125
143,1,35.5596923828125,-6860.3564453125,3489.91748046875
144,7,32.88976287841797,-6862.99365234375,4259.2646484375
145,1,29.193885803222656,-6866.01611328125,3135.763427734375
146,8,31.423940658569336,-6865.4091796875,3480.718017578125
147,2,33.519073486328125,-6863.02587890625,3424.8466796875
148,0,25.02869987487793,-6867.2548828125,2715.12451171875
149,2,33.8526725769043,-6864.1806640625,4024.814453125
150,9,36.07102584838867,-6860.490234375,3189.75537109375
151,9,32.23930358886719,-6862.1669921875,3501.817138671875
152,5,33.38359832763672,-6863.98046875,3841.640625
153,5,36.06681823730469,-6861.29248046875,4039.72509765625
154,1,30.543901443481445,-6865.1572265625,3948.8173828125
155,5,32.502052307128906,-6863.79638671875,3417.146240234375
156,6,33.97816467285156,-6861.59716796875,3524.138916015625
157,0,30.83745002746582,-6864.7880859375,3614.5556640625
158,3,35.85084533691406,-6860.498046875,3625.902099609375
159,4,28.18018913269043,-6865.59521484375,2782.96337890625
160,4,31.799299240112305,-6864.33984375,3325.8125
161,6,30.740123748779297,-6862.8798828125,3513.4990234375
162,5,30.413623809814453,-6865.13330078125,3703.43603515625
163,4,35.916648864746094,-6864.38330078125,2981.961181640625
164,6,36.1735954284668,-6864.77734375,4036.627197265625
165,5,30.510498046875,-6865.939453125,4028.087890625
166,4,33.157012939453125,-6864.4365234375,4360.322265625
167,5,30.170696258544922,-6865.142578125,3625.450439453125
168,1,30.65125274658203,-6864.4072265625,3375.8974609375
169,4,30.456619262695312,-6863.734375,3678.771728515625
170,4,28.54482078552246,-6864.76708984375,3088.735595703125
171,7,27.235462188720703,-6867.0556640625,3409.741455078125
172,2,34.897884368896484,-6861.2109375,3665.176025390625
173,3,29.52964210510254,-6863.5244140625,3377.818115234375
174,2,33.95301055908203,-6862.978515625,3799.447509765625
175,7,30.65257453918457,-6863.21435546875,3377.74365234375
176,1,33.55470657348633,-6863.15771484375,3518.147216796875
177,8,25.58445167541504,-6866.87255859375,3003.615234375
178,1,35.28118896484375,-6862.60791015625,3140.31591796875
179,8,33.83610534667969,-6861.390625,3757.865478515625
180,1,37.58416748046875,-6862.28857421875,3375.319091796875
181,8,29.28272819519043,-6863.5107421875,3570.14697265625
182,5,36.41992950439453,-6861.30126953125,3657.183349609375
183,0,34.56275939941406,-6860.36669921875,3806.9560546875
