index,label,trace,logdet,off_diag_mass
0,7,7.914409160614014,-6882.80615234375,897.4260864257812
1,2,4.578720569610596,-6887.94140625,535.9036254882812
2,1,15.398553848266602,-6877.59765625,2145.2890625
3,0,16.871788024902344,-6878.2568359375,2367.53173828125
4,4,13.7471284866333,-6882.19287109375,2060.07373046875
5,1,13.859419822692871,-6877.0126953125,1691.3604736328125
6,4,8.781548500061035,-6883.22021484375,966.5888061523438
7,9,15.42793083190918,-6876.87890625,1871.9713134765625
8,5,16.18541145324707,-6879.79541015625,2465.15869140625
9,9,6.389822959899902,-6884.30908203125,774.7224731445312
10,0,11.520377159118652,-6883.02392578125,824.19873046875
11,6,17.432872772216797,-6880.69580078125,2515.72216796875
12,9,16.490074157714844,-6876.4140625,2047.727783203125
13,0,12.694929122924805,-6877.62841796875,1072.502197265625
14,1,15.35684585571289,-6878.123046875,1819.859130859375
15,5,13.868803024291992,-6880.83837890625,993.5198364257812
16,9,13.095975875854492,-6882.98876953125,1761.1015625
17,7,9.540307998657227,-6881.89501953125,1251.4080810546875
18,3,14.865718841552734,-6881.16064453125,2056.333740234375
19,4,9.718402862548828,-6880.73193359375,1122.0631103515625
20,9,12.198912620544434,-6880.75634765625,1377.650390625
21,6,9.924906730651855,-6885.12158203125,568.3690795898438
22,6,9.94938850402832,-6882.12890625,1147.4879150390625
23,5,13.728874206542969,-6880.3212890625,1690.6329345703125
24,4,26.222898483276367,-6873.01025390625,2924.75732421875
25,0,8.6649169921875,-6884.3359375,1061.46533203125
26,7,9.91119384765625,-6880.85498046875,1263.9942626953125
27,4,10.84316635131836,-6880.1884765625,1340.3890380859375
28,0,13.269830703735352,-6879.890625,1783.275146484375
29,1,17.118425369262695,-6877.791015625,2273.681396484375
30,3,8.887442588806152,-6883.9443359375,1195.7196044921875
31,1,11.757669448852539,-6879.96533203125,1452.2999267578125
32,3,22.852296829223633,-6876.92041015625,3008.47265625
33,4,12.223443031311035,-6880.9814453125,1610.4981689453125
34,7,9.056782722473145,-6881.986328125,951.7139282226562
35,2,8.735934257507324,-6885.24365234375,1348.6485595703125
36,7,13.266857147216797,-6880.28759765625,1795.5155029296875
37,1,16.900617599487305,-6879.2978515625,2179.994140625
38,2,13.604804992675781,-6882.72998046875,2140.387939453125
39,1,13.688262939453125,-6876.4404296875,1687.328369140625
40,1,12.476332664489746,-6878.13330078125,1480.5618896484375
41,7,7.471005916595459,-6882.4912109375,914.2489013671875
