index,label,predicted,correct,trace,logdet,off_diag_mass,entropy,mutual_information,confidence
0,7,1,False,39.678932189941406,-6286.68896484375,3200.354736328125,2.2938597202301025,0.003666400909423828,0.12186934053897858
1,2,1,False,35.969940185546875,-6274.5634765625,2582.27392578125,2.2953152656555176,0.004202127456665039,0.11354845762252808
2,1,1,True,39.532230377197266,-6286.87841796875,3244.884765625,2.2940902709960938,0.003573894500732422,0.12059688568115234
3,0,1,False,37.86407470703125,-6277.75341796875,2731.65185546875,2.294405698776245,0.0038247108459472656,0.12039203196763992
4,4,1,False,39.44627380371094,-6277.09130859375,3047.81787109375,2.29302978515625,0.00423121452331543,0.1242477148771286
5,1,1,True,40.363250732421875,-6277.4033203125,3070.884521484375,2.2937655448913574,0.003989458084106445,0.1243840903043747
6,4,1,False,41.097503662109375,-6280.78369140625,3020.97265625,2.2948803901672363,0.0036725997924804688,0.1193048357963562
7,9,1,False,40.683013916015625,-6278.26904296875,3327.72705078125,2.294492721557617,0.0034661293029785156,0.1217164620757103
8,5,1,False,37.882850646972656,-6282.216796875,2860.93359375,2.2932064533233643,0.00476837158203125,0.120093435049057
9,9,1,False,39.30387878417969,-6271.26953125,2827.53076171875,2.29464054107666,0.0038628578186035156,0.11899413913488388
10,0,1,False,38.696571350097656,-6283.7236328125,3167.48388671875,2.294302225112915,0.004006624221801758,0.12035521864891052
11,6,1,False,40.712745666503906,-6273.7578125,2948.004638671875,2.295065402984619,0.004108905792236328,0.11506807059049606
12,9,1,False,40.02330017089844,-6275.61376953125,2764.646240234375,2.295039415359497,0.0036668777465820312,0.11969032138586044
13,0,1,False,39.23483657836914,-6279.734375,3044.454833984375,2.2946250438690186,0.003928661346435547,0.12032727897167206
14,1,1,True,38.83116149902344,-6275.04150390625,2745.846923828125,2.293856143951416,0.004568338394165039,0.12093883007764816
15,5,1,False,34.1939811706543,-6284.3984375,2889.224853515625,2.294872522354126,0.0034377574920654297,0.115298330783844
16,9,1,False,39.12593460083008,-6282.876953125,3414.800537109375,2.2937538623809814,0.0034873485565185547,0.12152990698814392
17,7,1,False,38.543697357177734,-6285.599609375,3244.632080078125,2.294191360473633,0.0042650699615478516,0.11901053786277771
18,3,1,False,39.36299514770508,-6279.82373046875,2846.15087890625,2.295410394668579,0.003918886184692383,0.11682023108005524
19,4,1,False,38.345359802246094,-6283.60986328125,3197.21533203125,2.294377088546753,0.003820180892944336,0.12052709609270096
20,9,1,False,41.78695297241211,-6274.9228515625,3042.640380859375,2.295022487640381,0.004296064376831055,0.11846056580543518
21,6,1,False,38.282867431640625,-6275.69384765625,2939.859130859375,2.295450448989868,0.0034279823303222656,0.11661431938409805
22,6,1,False,39.3962287902832,-6283.134765625,3404.497314453125,2.2938926219940186,0.003849029541015625,0.120761439204216
