index,label,predicted,correct,trace,logdet,off_diag_mass,entropy,mutual_information,confidence
0,7,1,False,39.678932189941406,-6286.68896484375,3200.354736328125,2.092479944229126,0.08251094818115234,0.24922725558280945
1,2,1,False,35.969940185546875,-6274.5634765625,2582.27392578125,2.1408767700195312,0.09395670890808105,0.1868453025817871
2,1,1,True,39.532230377197266,-6286.87841796875,3244.884765625,2.1072354316711426,0.08316659927368164,0.2363482415676117
3,0,1,False,37.86407470703125,-6277.75341796875,2731.65185546875,2.1118154525756836,0.08452105522155762,0.23434504866600037
4,4,1,False,39.44627380371094,-6277.09130859375,3047.81787109375,2.0609612464904785,0.09929513931274414,0.26823946833610535
5,1,1,True,40.363250732421875,-6277.4033203125,3070.884521484375,2.0724844932556152,0.09012866020202637,0.27000218629837036
6,4,1,False,41.097503662109375,-6280.78369140625,3020.97265625,2.1092307567596436,0.09189319610595703,0.23149795830249786
7,9,1,False,40.683013916015625,-6278.26904296875,3327.72705078125,2.102482557296753,0.08043551445007324,0.24699656665325165
8,5,1,False,37.882850646972656,-6282.216796875,2860.93359375,2.093474864959717,0.09982609748840332,0.23396047949790955
9,9,1,False,39.30387878417969,-6271.26953125,2827.53076171875,2.113389015197754,0.09495830535888672,0.22163338959217072
10,0,1,False,38.696571350097656,-6283.7236328125,3167.48388671875,2.1099369525909424,0.08887743949890137,0.23305469751358032
11,6,1,False,40.712745666503906,-6273.7578125,2948.004638671875,2.1316208839416504,0.09666800498962402,0.19571159780025482
12,9,1,False,40.02330017089844,-6275.61376953125,2764.646240234375,2.114459991455078,0.08688998222351074,0.23479673266410828
13,0,1,False,39.23483657836914,-6279.734375,3044.454833984375,2.1083240509033203,0.09185338020324707,0.23387710750102997
14,1,1,True,38.83116149902344,-6275.04150390625,2745.846923828125,2.078413486480713,0.11010551452636719,0.2445315718650818
15,5,1,False,34.1939811706543,-6284.3984375,2889.224853515625,2.1444766521453857,0.07671022415161133,0.19314828515052795
16,9,1,False,39.12593460083008,-6282.876953125,3414.800537109375,2.1006500720977783,0.0778660774230957,0.2401093691587448
17,7,1,False,38.543697357177734,-6285.599609375,3244.632080078125,2.108914852142334,0.0982813835144043,0.22511310875415802
18,3,1,False,39.36299514770508,-6279.82373046875,2846.15087890625,2.136357307434082,0.08964920043945312,0.20701712369918823
19,4,1,False,38.345359802246094,-6283.60986328125,3197.21533203125,2.1013529300689697,0.09384679794311523,0.23738327622413635
20,9,1,False,41.78695297241211,-6274.9228515625,3042.640380859375,2.1114585399627686,0.10005521774291992,0.2281418889760971
21,6,1,False,38.282867431640625,-6275.69384765625,2939.859130859375,2.1424591541290283,0.07764244079589844,0.20491847395896912
22,6,1,False,39.3962287902832,-6283.134765625,3404.497314453125,2.1018762588500977,0.08709406852722168,0.23552154004573822
23,5,1,False,36.88260269165039,-6276.74169921875,2731.466552734375,2.1202025413513184,0.08142614364624023,0.23494820296764374
24,4,1,False,40.298038482666016,-6273.75537109375,2891.947265625,2.1095588207244873,0.11963319778442383,0.21081343293190002
