index,label,predicted,correct,trace,logdet,off_diag_mass,entropy,mutual_information,confidence
0,7,2,False,11.735260963439941,-6364.8955078125,197.56332397460938,2.2955026626586914,0.0005223751068115234,0.12068374454975128
1,2,2,True,19.066072463989258,-6364.0263671875,200.6092071533203,2.298466682434082,0.0008020401000976562,0.11478984355926514
2,1,0,False,18.005279541015625,-6367.37451171875,186.64340209960938,2.3014323711395264,0.0006809234619140625,0.10534186661243439
3,0,0,True,13.09029483795166,-6367.63720703125,182.3597412109375,2.3018717765808105,0.00037598609924316406,0.10373727977275848
4,4,7,False,12.822306632995605,-6364.57470703125,199.1725311279297,2.3011257648468018,0.0003726482391357422,0.10658883303403854
5,1,8,False,15.4017972946167,-6367.48486328125,192.1729736328125,2.3019659519195557,0.0003407001495361328,0.10363778471946716
6,4,2,False,16.951507568359375,-6361.1123046875,211.0386505126953,2.301316022872925,0.00046443939208984375,0.1052207499742508
7,9,8,False,15.339886665344238,-6361.84033203125,207.9922332763672,2.3015143871307373,0.0004229545593261719,0.10579948872327805
8,5,7,False,14.048820495605469,-6354.91015625,232.36566162109375,2.301689386367798,0.00030541419982910156,0.10551060736179352
9,9,2,False,15.928458213806152,-6365.0009765625,193.67575073242188,2.301011323928833,0.0005555152893066406,0.10786411911249161
10,0,0,True,19.921640396118164,-6371.45849609375,182.73036193847656,2.301030158996582,0.0008287429809570312,0.1080993190407753
11,6,0,False,17.1820068359375,-6364.4482421875,200.57598876953125,2.301607131958008,0.0004467964172363281,0.1044662743806839
12,9,9,True,12.608139038085938,-6366.66796875,189.69593811035156,2.3008768558502197,0.0003845691680908203,0.1056007668375969
13,0,0,True,14.899688720703125,-6366.005859375,191.6114044189453,2.3009390830993652,0.0005724430084228516,0.10934200882911682
14,1,2,False,24.46681785583496,-6367.439453125,189.40306091308594,2.3012502193450928,0.0007658004760742188,0.10473299026489258
15,5,6,False,14.394035339355469,-6366.365234375,194.14395141601562,2.3004581928253174,0.0003662109375,0.1077602356672287
16,9,9,True,18.228586196899414,-6362.52197265625,207.12107849121094,2.300549030303955,0.0005972385406494141,0.10701188445091248
17,7,2,False,17.934717178344727,-6364.3017578125,198.58096313476562,2.2972261905670166,0.000732421875,0.11652518063783646
18,3,2,False,15.988102912902832,-6366.953125,191.03614807128906,2.3018205165863037,0.0004889965057373047,0.10308864712715149
19,4,7,False,19.53070831298828,-6361.98046875,210.4449920654297,2.300825357437134,0.0006005764007568359,0.10492128133773804
