index,label,predicted,correct,trace,logdet,off_diag_mass,entropy,mutual_information,confidence
0,7,1,False,39.678932189941406,-6286.68896484375,3200.354736328125,2.302562952041626,9.298324584960938e-06,0.10099805891513824
1,2,1,False,35.969940185546875,-6274.5634765625,2582.27392578125,2.3025665283203125,1.0728836059570312e-05,0.10062818974256516
2,1,1,True,39.532230377197266,-6286.87841796875,3244.884765625,2.302563190460205,9.298324584960938e-06,0.10094889253377914
3,0,1,False,37.86407470703125,-6277.75341796875,2731.65185546875,2.3025643825531006,9.775161743164062e-06,0.10093902796506882
4,4,1,False,39.44627380371094,-6277.09130859375,3047.81787109375,2.3025612831115723,1.0728836059570312e-05,0.10109695792198181
5,1,1,True,40.363250732421875,-6277.4033203125,3070.884521484375,2.302563428878784,9.775161743164062e-06,0.10110437870025635
6,4,1,False,41.097503662109375,-6280.78369140625,3020.97265625,2.302565813064575,9.059906005859375e-06,0.10088037699460983
7,9,1,False,40.683013916015625,-6278.26904296875,3327.72705078125,2.3025646209716797,9.059906005859375e-06,0.10099334269762039
8,5,1,False,37.882850646972656,-6282.216796875,2860.93359375,2.302561044692993,1.239776611328125e-05,0.1009192168712616
9,9,1,False,39.30387878417969,-6271.26953125,2827.53076171875,2.302565097808838,9.775161743164062e-06,0.10087723284959793
10,0,1,False,38.696571350097656,-6283.7236328125,3167.48388671875,2.3025641441345215,1.0013580322265625e-05,0.10093922168016434
11,6,1,False,40.712745666503906,-6273.7578125,2948.004638671875,2.302565574645996,1.049041748046875e-05,0.1007024496793747
12,9,1,False,40.02330017089844,-6275.61376953125,2764.646240234375,2.3025662899017334,9.059906005859375e-06,0.10089791566133499
13,0,1,False,39.23483657836914,-6279.734375,3044.454833984375,2.302565097808838,9.775161743164062e-06,0.10093779116868973
14,1,1,True,38.83116149902344,-6275.04150390625,2745.846923828125,2.302563190460205,1.1682510375976562e-05,0.10094986110925674
15,5,1,False,34.1939811706543,-6284.3984375,2889.224853515625,2.3025646209716797,9.059906005859375e-06,0.10072197765111923
16,9,1,False,39.12593460083008,-6282.876953125,3414.800537109375,2.3025624752044678,9.059906005859375e-06,0.10099603980779648
17,7,1,False,38.543697357177734,-6285.599609375,3244.632080078125,2.3025636672973633,1.0967254638671875e-05,0.10087418556213379
18,3,1,False,39.36299514770508,-6279.82373046875,2846.15087890625,2.3025667667388916,9.775161743164062e-06,0.10078534483909607
19,4,1,False,38.345359802246094,-6283.60986328125,3197.21533203125,2.3025646209716797,9.298324584960938e-06,0.10094019770622253
20,9,1,False,41.78695297241211,-6274.9228515625,3042.640380859375,2.3025662899017334,1.0967254638671875e-05,0.10083816945552826
21,6,1,False,38.282867431640625,-6275.69384765625,2939.859130859375,2.3025667667388916,8.821487426757812e-06,0.10077811777591705
22,6,1,False,39.3962287902832,-6283.134765625,3404.497314453125,2.302562952041626,9.5367431640625e-06,0.10096018016338348
23,5,1,False,36.88260269165039,-6276.74169921875,2731.466552734375,2.302565574645996,9.5367431640625e-06,0.10095938295125961
24,4,1,False,40.298038482666016,-6273.75537109375,2891.947265625,2.302565097808838,1.1444091796875e-05,0.10078977048397064
25,0,1,False,41.64243698120117,-6284.17724609375,3246.803955078125,2.3025636672973633,9.5367431640625e-06,0.10083972662687302
26,7,1,False,38.30519104003906,-6280.39013671875,3227.357421875,2.30256724357605,8.106231689453125e-06,0.10086143016815186
27,4,1,False,37.90105056762695,-6285.70166015625,3454.037841796875,2.302563190460205,1.0251998901367188e-05,0.10106893628835678
28,0,1,False,37.9128532409668,-6282.46728515625,3045.31591796875,2.302564859390259,8.821487426757812e-06,0.10095943510532379
29,1,1,True,37.43862533569336,-6282.08447265625,3065.878173828125,2.3025636672973633,9.298324584960938e-06,0.10105252265930176
30,3,1,False,38.24350357055664,-6280.154296875,3009.96044921875,2.3025636672973633,9.5367431640625e-06,0.1009393259882927
31,1,1,True,38.39990234375,-6282.65185546875,3197.812255859375,2.302563428878784,1.0013580322265625e-05,0.10105882585048676
32,3,1,False,37.598289489746094,-6292.40380859375,3259.636962890625,2.3025641441345215,9.775161743164062e-06,0.10076089948415756
33,4,1,False,40.08816909790039,-6280.64013671875,2969.851806640625,2.3025670051574707,9.059906005859375e-06,0.10078626126050949
34,7,1,False,39.489131927490234,-6279.3232421875,2899.67578125,2.302565336227417,9.775161743164062e-06,0.10081472247838974
35,2,1,False,37.017269134521484,-6282.55810546875,2981.465087890625,2.302565097808838,9.5367431640625e-06,0.1009177565574646
36,7,1,False,38.081424713134766,-6277.7919921875,3192.32080078125,2.302567958831787,8.58306884765625e-06,0.1007491946220398
37,1,1,True,40.59791564941406,-6278.7509765625,3024.65478515625,2.302565813064575,8.344650268554688e-06,0.1009756475687027
38,2,1,False,35.718379974365234,-6279.90234375,2805.73828125,2.302564859390259,9.5367431640625e-06,0.10090626031160355
39,1,1,True,39.3630485534668,-6283.3310546875,3435.781005859375,2.3025617599487305,1.0251998901367188e-05,0.10113762319087982
40,1,1,True,39.441673278808594,-6280.390625,3051.364013671875,2.302563190460205,1.1920928955078125e-05,0.10104033350944519
41,7,1,False,38.167747497558594,-6280.173828125,3118.4931640625,2.302564859390259,9.775161743164062e-06,0.10092845559120178
42,4,1,False,39.042884826660156,-6286.1865234375,3277.847412109375,2.3025636672973633,8.106231689453125e-06,0.10100361704826355
43,2,1,False,40.32272720336914,-6280.4599609375,3317.86376953125,2.302565097808838,9.775161743164062e-06,0.10086383670568466
44,3,1,False,39.94452667236328,-6275.65283203125,3129.025390625,2.302565574645996,8.821487426757812e-06,0.10098396241664886
45,5,1,False,36.70368576049805,-6287.2099609375,3161.181396484375,2.3025643825531006,7.867813110351562e-06,0.10099102556705475
46,1,1,True,39.43928527832031,-6283.12841796875,3078.876220703125,2.3025665283203125,9.298324584960938e-06,0.10089516639709473
47,2,1,False,38.63922882080078,-6282.87109375,3242.943115234375,2.302563190460205,1.0013580322265625e-05,0.10101684927940369
48,4,1,False,40.23354721069336,-6277.6455078125,2996.29345703125,2.302565097808838,9.5367431640625e-06,0.10089266300201416
49,4,1,False,41.85667037963867,-6275.81787109375,3014.2822265625,2.302563428878784,1.0251998901367188e-05,0.10105627030134201
50,6,1,False,39.98107147216797,-6275.11181640625,2769.390625,2.302567958831787,9.059906005859375e-06,0.10086412727832794
51,3,1,False,38.72028350830078,-6278.60693359375,2914.575927734375,2.302564859390259,1.0013580322265625e-05,0.10088229179382324
52,5,1,False,38.525115966796875,-6276.189453125,2888.70556640625,2.30256724357605,9.775161743164062e-06,0.10080298781394958
53,5,1,False,39.54470443725586,-6277.78125,2853.47119140625,2.3025667667388916,1.0728836059570312e-05,0.10074162483215332
54,6,1,False,39.015411376953125,-6284.25830078125,3108.72802734375,2.3025617599487305,9.059906005859375e-06,0.10106919705867767
55,0,1,False,36.40045928955078,-6277.021484375,2777.953125,2.3025662899017334,9.059906005859375e-06,0.10092659294605255
56,4,1,False,36.976322174072266,-6285.01806640625,3219.11279296875,2.302562952041626,9.059906005859375e-06,0.10098917037248611
57,1,1,True,39.50191879272461,-6279.62060546875,3064.7958984375,2.3025624752044678,1.1920928955078125e-05,0.10108247399330139
58,9,1,False,41.056339263916016,-6280.0986328125,3055.26123046875,2.3025660514831543,1.0728836059570312e-05,0.10084091126918793
59,5,1,False,38.70636749267578,-6279.8154296875,2924.10986328125,2.3025660514831543,1.0251998901367188e-05,0.10085056722164154
60,7,1,False,38.432334899902344,-6279.0908203125,3119.25634765625,2.302565574645996,1.049041748046875e-05,0.10093850642442703
61,8,1,False,37.747676849365234,-6275.20947265625,2856.0458984375,2.3025646209716797,1.0967254638671875e-05,0.1008678525686264
62,9,1,False,38.759422302246094,-6285.923828125,3232.966064453125,2.3025619983673096,9.775161743164062e-06,0.1010659858584404
63,3,1,False,39.45939254760742,-6285.912109375,3176.181884765625,2.3025646209716797,9.775161743164062e-06,0.10092650353908539
